"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Hellinger
 distance",activities,0.0566/0.2933,0.0593/0.123,0.0831/0.1367,0.0896/0.1912,0.0099/0.0878,0.0535/0.1396,-,0.0607/0.3044,0.0756/0.1098,0.0773/0.2979,0.1012/0.2043,0.072/0.1976,0.0634/0.1557,0.0296/0.2229,0.0607/0.0337,0.0535/0.2137,0.0419/0.1063,0.0518/0.254,0.0549/0.1212,0.0805/0.0692,-,0.0296/0.1555,-,,0.0691546934115576,0.0691546934115576,1.777964778618465,4.622541674444269,[],"[0.2932932327518125, 0.12304404544227485, 0.13671284995590496, 0.19118951721219918, 0.0878105747937354, 0.1396486456464516, 0.3043549574981432, 0.109801679934763, 0.29786454221380687, 0.20428657222087696, 0.1975674995021667, 0.15566356305725249, 0.22288706262763958, 0.03372984173535618, 0.21365739227421207, 0.10626735347756848, 0.2539873170303342, 0.1211908363334128, 0.0691546934115576, 0.15550799329434595]","[0.34992154935422637, 0.18231949693789565, 0.21983890127094513, 0.28080479056148566, 0.0976898167096722, 0.1931369712136814, 0.3650753900881028, 0.18544559538056693, 0.37520346760045603, 0.3054760974269455, 0.26961215510240194, 0.21903113054041906, 0.25252478837545, 0.09445027432531579, 0.26714571784144187, 0.14818142718801622, 0.3057806326567188, 0.1761241429949814, 0.1496336098333908, 0.18514571904215635]"
30%,"Wasserstein
 distance",activities,0.0008/0.0129,0.0009/0.0022,0.0017/0.0023,0.0009/0.0026,0.0001/0.0017,0.0009/0.0022,-,0.0006/0.0105,0.0015/0.0014,0.0013/0.0036,0.0015/0.0059,0.0011/0.0062,0.0011/0.003,0.0004/0.0047,0.0012/0.0006,0.0006/0.0054,0.0003/0.0016,0.001/0.0066,0.0006/0.002,0.0009/0.0011,-,0.0005/0.0029,-,,0.00105078944459661,0.00105078944459661,0.04062573362953502,0.09702768361262387,[],"[0.012922841459540091, 0.00224963814062068, 0.00225251307754161, 0.0025515065173174, 0.00165021379260866, 0.00224820067216023, 0.010516519256729171, 0.0013526578212933202, 0.00360373343037449, 0.0058677462555998304, 0.00615811488461286, 0.00300430908236246, 0.00465596034343159, 0.00060229928493295, 0.00540488141133154, 0.0016487763241482, 0.0066037301073556195, 0.00195064470084491, 0.00105078944459661, 0.00285481236247458]","[0.013674637464360921, 0.0031509308653294, 0.0039084767439921, 0.0034499243051052003, 0.00179971051249655, 0.00314949339686896, 0.01111738107320165, 0.0028548123624745404, 0.004953516314746879, 0.0073713382652415005, 0.0072117792661304, 0.0040594109323404595, 0.00510588797155572, 0.0018040229178779201, 0.0060057432278040205, 0.00194776976392398, 0.007650207146570849, 0.0025529439857778597, 0.0019520821693053301, 0.00330761492751963]"
30%,"Total variation
 distance",activities,0.0216/0.27,0.0217/0.0537,0.0414/0.056,0.027/0.0935,0.0026/0.0388,0.0204/0.0541,-,0.0192/0.257,0.0342/0.0393,0.0259/0.1802,0.0367/0.1316,0.028/0.1226,0.026/0.0719,0.0118/0.1175,0.024/0.0117,0.0166/0.1282,0.0118/0.0407,0.0187/0.1724,0.0205/0.0485,0.0268/0.0216,-,0.014/0.0764,-,,0.02161554621848735,0.02161554621848735,1.0144401264934695,4.420345214498103,[],"[0.2699662383346094, 0.05371390168970809, 0.056039692771691116, 0.09346432871394164, 0.03884617682198323, 0.05405546073159719, 0.2569642890168706, 0.039305111555111495, 0.18017370450024156, 0.1315781027704277, 0.12258993962610505, 0.07194315907838321, 0.1174506886302551, 0.011721491228070159, 0.1282261532230322, 0.040726822987259374, 0.17235376625329593, 0.048517440376960465, 0.02161554621848735, 0.07639714602193373]","[0.5614951547318969, 0.12910220009918494, 0.1534924530525781, 0.21396642171690194, 0.08032393259133488, 0.12849451934679226, 0.5331023723083419, 0.11284393958531874, 0.38622871496267136, 0.2999053775158338, 0.27320727969340364, 0.16987756764801587, 0.24675076817966854, 0.04740126663563464, 0.2730784923610434, 0.09327594365420182, 0.3634095065394482, 0.11758241104283051, 0.0700126007891329, 0.16679429204386742]"
30%,"Jensen-Shannon
 divergence",activities,0.0111/0.0556,0.0116/0.0243,0.0162/0.027,0.0177/0.0377,0.002/0.0172,0.0105/0.0276,-,0.012/0.0586,0.0148/0.0217,0.0153/0.0588,0.0199/0.0397,0.0142/0.0383,0.0124/0.0306,0.0058/0.0441,0.012/0.0067,0.0105/0.0417,0.0083/0.021,0.0103/0.0494,0.0108/0.0239,0.016/0.0137,-,0.0057/0.0306,-,,0.013667674260937207,0.013667674260937207,0.34770362757927453,0.9049410227992236,[],"[0.05557305861177349, 0.024306169092498303, 0.02704059757219801, 0.037685039999345686, 0.017197636291787395, 0.027577346199801317, 0.05862935379550901, 0.021721872635168754, 0.05880095825182413, 0.039707797401376754, 0.03830090349799207, 0.03059678890989321, 0.044059366175125805, 0.00665788733638478, 0.04170170723752838, 0.02095547328850923, 0.04942299431278865, 0.02388967758388738, 0.013667674260937207, 0.030579604182345038]","[0.06669076630210354, 0.03591452410263309, 0.04319903714799349, 0.05537502267580911, 0.019161649540421904, 0.038050672266829295, 0.0705912550409567, 0.03647945449518934, 0.0741133213225729, 0.059648213811323514, 0.0524986146206643, 0.04295728680793283, 0.04984593848531592, 0.018659151672094178, 0.0522107630157236, 0.02922875576077468, 0.05968892727987544, 0.03465234024787784, 0.029671616316759974, 0.03630371188637193]"
50%,"Hellinger
 distance",activities,0.0907/0.3912,0.0732/0.185,0.0778/0.1933,0.1071/0.2614,0.0099/0.1527,0.0913/0.1909,-,0.0773/0.4024,0.1099/0.1545,0.1053/0.3987,0.1214/0.2624,0.0927/0.2613,0.0805/0.2201,0.0296/0.2956,0.0887/0.0436,0.0851/0.2863,0.1193/0.1835,0.0788/0.3401,0.0831/0.1957,0.0953/0.0872,-,0.0675/0.2312,-,,0.08721816730258596,0.08721816730258596,2.4558646501894694,6.421765027824052,[],"[0.39124749497707095, 0.18503320346805302, 0.1933097728552054, 0.26136606578039795, 0.1526678785975725, 0.19087300384774564, 0.40241968052410754, 0.1545212027348545, 0.39868617299304976, 0.26244194609855537, 0.2613283241318064, 0.22013078632596955, 0.2956463461119234, 0.04360908365129298, 0.2863402031105221, 0.18349659024951176, 0.34005242186961687, 0.19567333921664515, 0.08721816730258596, 0.23123128192727976]","[0.4819541552349824, 0.2582800128671564, 0.27114155438383164, 0.3684411899884925, 0.1625471205135093, 0.2821832871378774, 0.4797586059107567, 0.26438781605799166, 0.503967814186664, 0.38388281127847457, 0.35401865512790276, 0.30060970274780274, 0.32528407185973385, 0.13227223204821775, 0.37140409166187816, 0.30274958934660867, 0.4188363283506048, 0.27879939053168534, 0.18255563319188928, 0.2986909653979921]"
50%,"Wasserstein
 distance",activities,0.0009/0.023,0.0009/0.003,0.0014/0.0024,0.0012/0.0039,0.0001/0.0029,0.0013/0.0027,-,0.0008/0.0182,0.0021/0.0015,0.0017/0.006,0.0015/0.0098,0.0012/0.0099,0.0009/0.0068,0.0004/0.008,0.0012/0.0005,0.0011/0.0087,0.0017/0.003,0.0013/0.0099,0.0014/0.0044,0.0011/0.0015,-,0.0009/0.0033,-,,0.00150215454118121,0.00150215454118121,0.06608114386160016,0.15213734944975932,[],"[0.022986558151224197, 0.00299712174006016, 0.0024020097974295, 0.00390272687015029, 0.0028519374255536497, 0.0027010032372052897, 0.0181767886825233, 0.0015035920096416703, 0.006001430822422659, 0.009767598188829229, 0.0099142199717962, 0.006758976701085361, 0.00796788767633265, 0.00045280256504506004, 0.00870530899654891, 0.00300287161390198, 0.00990272022411253, 0.004355529435195351, 0.00150215454118121, 0.0033047399905987104]","[0.023886413407472457, 0.0038969769963084202, 0.00375754255564375, 0.005103013034634811, 0.0030014341454415398, 0.00405078612157768, 0.01892714721888367, 0.00360517089883492, 0.0076545195519522186, 0.011272627666931368, 0.01111738107320164, 0.007658831957333621, 0.00841781530445678, 0.0016559636664505, 0.009756098441145519, 0.0046573978118920195, 0.011251065640024458, 0.0057067497880282205, 0.00255294398577782, 0.004207470183767901]"
50%,"Total variation
 distance",activities,0.0388/0.4845,0.028/0.0878,0.043/0.0891,0.0437/0.1559,0.0036/0.0767,0.0345/0.0847,-,0.0243/0.4522,0.0535/0.0606,0.0371/0.3139,0.0475/0.2188,0.0364/0.215,0.0322/0.1485,0.0168/0.1876,0.0324/0.0144,0.0339/0.2198,0.047/0.0872,0.0288/0.2921,0.0368/0.1114,0.0322/0.032,-,0.0293/0.1225,-,,0.03197452057746171,0.03197452057746171,1.7592428892189655,7.58889389314872,[],"[0.48447806971307666, 0.08777046489949711, 0.08912010325129512, 0.15585384416924658, 0.0766922121612274, 0.08473186239638242, 0.45223638205518, 0.06058538432831567, 0.3139305064130914, 0.21883648601140854, 0.21496548930834355, 0.1485445230723868, 0.18755029002428567, 0.014353070175438581, 0.21975905165876944, 0.08718843529967814, 0.2920950365100082, 0.11140342981474509, 0.03197452057746171, 0.1224675754431696]","[1.0077886310086448, 0.2035141948311571, 0.22120918032053427, 0.35542053105133586, 0.15695585289388336, 0.2039692003680078, 0.9287898776379999, 0.1746306902830016, 0.6649733793944317, 0.4851849197843778, 0.4663416034324843, 0.329316029250422, 0.39188629433428557, 0.06111481471989208, 0.47341030723894184, 0.2213385800675985, 0.6129884842917124, 0.2596278776918875, 0.09619104691418637, 0.2742423976339359]"
50%,"Jensen-Shannon
 divergence",activities,0.0177/0.0715,0.0143/0.0365,0.015/0.0382,0.021/0.0513,0.0019/0.0298,0.0179/0.0377,-,0.0153/0.0758,0.0214/0.0306,0.0208/0.0784,0.0239/0.0503,0.0183/0.05,0.0158/0.0426,0.0057/0.0581,0.0175/0.0086,0.0167/0.0553,0.0234/0.0361,0.0156/0.0655,0.0163/0.0382,0.019/0.0172,-,0.0131/0.0455,-,,0.017173794418650003,0.017173794418650003,0.4758285290051755,1.2479038251780175,[],"[0.07145265167426045, 0.03651360153859155, 0.03820975797198948, 0.05131388930259204, 0.029848775858415822, 0.037745165580066097, 0.07579073483960636, 0.03059035468118738, 0.07835041591560152, 0.05028503985493399, 0.050018022271501664, 0.042630763499465485, 0.05807136155846728, 0.008643482572668459, 0.05528026245538016, 0.03611348395900501, 0.06553317348719992, 0.0382325677839298, 0.017173794418650003, 0.0455121699495387]","[0.08915939824553051, 0.05079457204281837, 0.053228309426278625, 0.0723136921904205, 0.03177167377388864, 0.05561953877912021, 0.09109838446218164, 0.05200374676396182, 0.09912635878752775, 0.07422110063380097, 0.06835840200801058, 0.05838107365221459, 0.06379218234835832, 0.02612525204616398, 0.07196134409681795, 0.05954061936838616, 0.0811117936463418, 0.05451815624667958, 0.03614077856089256, 0.058637448098622626]"
70%,"Hellinger
 distance",activities,0.1148/0.4771,0.0995/0.2345,0.1124/0.24,0.1268/0.3049,0.0198/0.1775,0.1206/0.2212,-,0.1169/0.4873,0.1377/0.1931,0.1084/0.4765,0.134/0.3504,0.1332/0.3203,0.1241/0.2622,0.0337/0.3368,0.0945/0.0872,0.1241/0.354,0.104/0.1974,0.1084/0.4106,0.1067/0.2222,0.1264/0.1152,-,0.0521/0.2863,-,,0.11516088310955112,0.11516088310955112,2.9925449030738354,7.8530118242636,[],"[0.477099687267511, 0.2345021995860269, 0.24003422283106168, 0.30492780078274284, 0.17753880866174415, 0.2212416364493593, 0.48730945343815923, 0.19306082228423632, 0.47650795615579344, 0.3503863162292665, 0.3203398755167581, 0.2622490553810547, 0.33681377509407995, 0.08721816730258597, 0.3539892201282443, 0.19735713361641954, 0.41059241402136354, 0.22215985838820065, 0.11516088310955112, 0.2862787536844086]","[0.5919456081421816, 0.3339967148512502, 0.35248303765903166, 0.431761408822711, 0.19729729249361774, 0.3418746832524208, 0.6041988861738165, 0.33080521802596446, 0.5849295883845919, 0.48435355821832954, 0.4535530169762667, 0.3863705951394417, 0.37054361682943615, 0.18166844162790174, 0.4781107598866313, 0.3013269323964598, 0.5190140462501619, 0.32882154728777957, 0.24153630061467202, 0.33842057123093455]"
70%,"Wasserstein
 distance",activities,0.0021/0.0343,0.0008/0.0035,0.0018/0.0033,0.0021/0.0047,0.0003/0.0036,0.0015/0.0044,-,0.0015/0.0276,0.0032/0.0012,0.0018/0.0101,0.0015/0.0164,0.0014/0.0146,0.0018/0.0099,0.0003/0.0078,0.0012/0.0009,0.0012/0.0132,0.0009/0.0033,0.0015/0.0138,0.0018/0.0056,0.0014/0.0024,-,0.0009/0.0048,-,,0.00240632220281088,0.00240632220281088,0.09503607106065651,0.21412961427557986,[],"[0.034259185818155645, 0.0034542367104865995, 0.0033119273329010094, 0.004660272748812991, 0.0036051708988349604, 0.00435840437211627, 0.02764539343157677, 0.0012017236329449701, 0.01005796681784225, 0.01638426551232903, 0.014571617783688299, 0.009917094908717108, 0.00782414083028661, 0.0009056051300901201, 0.01321464755701358, 0.00330042758521732, 0.013805447094262851, 0.005561565473521731, 0.00240632220281088, 0.00481408187408225]","[0.036365077112730286, 0.004204595246846969, 0.0051173877192394095, 0.006769038980308561, 0.0039056018070712005, 0.005860558913297479, 0.029148985441218453, 0.004354091966734849, 0.0118605522672597, 0.01789073245889163, 0.01592858801036302, 0.011725430231976417, 0.008124571738522851, 0.0021058912945746203, 0.014417808658419011, 0.00420459524684697, 0.01530760163544406, 0.007362713454478741, 0.0037589800241041903, 0.00571681206725145]"
70%,"Total variation
 distance",activities,0.075/0.7145,0.0386/0.1248,0.0855/0.1321,0.0634/0.2049,0.0138/0.1013,0.0498/0.117,-,0.0482/0.669,0.0848/0.075,0.0391/0.4599,0.0536/0.3754,0.0512/0.31,0.0729/0.2124,0.0275/0.2229,0.033/0.0338,0.0517/0.3368,0.0487/0.1013,0.042/0.4127,0.0527/0.1445,0.0436/0.0509,-,0.0414/0.1863,-,,0.05091548622101355,0.05091548622101355,2.543645126322658,10.98764308168478,[],"[0.7144509406290341, 0.12476140865359875, 0.13206792076893437, 0.2049413884660563, 0.10128375935358107, 0.11700083438284843, 0.6690203984819734, 0.07495195158903256, 0.4598992026025507, 0.37541250438469387, 0.3099898561713077, 0.21236510393631125, 0.22292527168161796, 0.03376907814407813, 0.3368200852780273, 0.10134698229424388, 0.41272707979626483, 0.14446437259767425, 0.05091548622101355, 0.18634565477044537]","[1.503907246263433, 0.28808772261123317, 0.3496609287657423, 0.47331105618797803, 0.21637704251668594, 0.2838449741004632, 1.3862782681911434, 0.23474922090381756, 0.9589404912447863, 0.8044155367896507, 0.6711369294629602, 0.4976254503209025, 0.4733620641005631, 0.10052997123963288, 0.725383807666071, 0.2513658559155515, 0.8674885149761431, 0.34165523227588745, 0.14546683195249957, 0.4140559361996351]"
70%,"Jensen-Shannon
 divergence",activities,0.0222/0.0835,0.0194/0.0463,0.0216/0.0472,0.0247/0.0599,0.0038/0.0347,0.0236/0.0437,-,0.0231/0.0892,0.0267/0.0382,0.0214/0.0928,0.0263/0.0659,0.0265/0.0603,0.024/0.0503,0.0064/0.0663,0.0187/0.0172,0.0244/0.0676,0.0204/0.0388,0.0213/0.0784,0.021/0.0433,0.0251/0.0226,-,0.01/0.0563,-,,0.02262051498410128,0.02262051498410128,0.5737921085107638,1.5129271611070267,[],"[0.08345569852047448, 0.04628819265355787, 0.04724986695356658, 0.059872198454587654, 0.034652577962133405, 0.0436724956551936, 0.08923246092961137, 0.038185661985818, 0.09281602821533565, 0.06585092173165819, 0.060349093376837894, 0.050307715787745365, 0.06632086441146431, 0.0171722059067912, 0.06759266571474724, 0.03875879555249108, 0.07841165563315164, 0.04326910515475185, 0.02262051498410128, 0.05626446746930638]","[0.10564978760055277, 0.06568006098294443, 0.06885007998243314, 0.08460613643738181, 0.038404568128046296, 0.0672634409470412, 0.11231954187997398, 0.06487948711999869, 0.11422782675672648, 0.09218669652884738, 0.08680179444359365, 0.07432603799244582, 0.0727407282625292, 0.03587446890121487, 0.09198810405701585, 0.05912444117206549, 0.09975249600785258, 0.06424135008056313, 0.04776094775299851, 0.06624916607280125]"
10%,"Hellinger
 distance",nursery,-,-,-,-,0.0/0.1668,-,-,-,0.0337/0.0436,-,-,-,0.0494/0.072,0.0296/0.0778,-,-,-,-,-,0.0337/0.0171,-,0.0296/0.1517,-,,0.01711134893866663,0.01711134893866663,0.28168937654352877,0.7052873997557415,[],"[0.16684343184569245, 0.04360908365129298, 0.07204465560023524, 0.07783178152862624, 0.01711134893866663, 0.15171575364521073]","[0.16684343184569245, 0.07733892538664916, 0.12144086517991923, 0.10746950727643664, 0.05084119067402281, 0.18135347939302113]"
10%,"Wasserstein
 distance",nursery,-,-,-,-,0.0/0.0024,-,-,-,0.0003/0.0008,-,-,-,0.0008/0.0013,0.0005/0.0017,-,-,-,-,-,0.0006/0.0001,-,0.0005/0.0035,-,,0.00014949671988789,0.00014949671988789,0.005029702143151294,0.012316229769225539,[],"[0.0024034472658899498, 0.00075035853636037, 0.00134834541591196, 0.00165165126106912, 0.00014949671988789, 0.00345711164740752]","[0.0024034472658899498, 0.00105222691305707, 0.00210014142073279, 0.00210301635765371, 0.0007489210678999099, 0.00390847674399211]"
10%,"Total variation
 distance",nursery,-,-,-,-,0.0/0.0687,-,-,-,0.0102/0.0139,-,-,-,0.018/0.0262,0.0109/0.0302,-,-,-,-,-,0.0112/0.005,-,0.0099/0.072,-,,0.00499999999999999,0.00499999999999999,0.11302790295143639,0.49231184845423165,[],"[0.06874658961868083, 0.013948595264384711, 0.026229729142211167, 0.03018059855521153, 0.00499999999999999, 0.07195029332238459]","[0.13749317923736165, 0.03814371200487347, 0.07043322309812401, 0.07127312576148213, 0.021209489435295843, 0.15375911891709454]"
10%,"Jensen-Shannon
 divergence",nursery,-,-,-,-,0.0/0.033,-,-,-,0.0066/0.0087,-,-,-,0.0096/0.0143,0.0058/0.0154,-,-,-,-,-,0.0067/0.0034,-,0.0058/0.0298,-,,0.0034265582699529,0.0034265582699529,0.05568702518039588,0.13915526312941934,[],"[0.03295208335690551, 0.00867583510294646, 0.014281730241445282, 0.015404708897247299, 0.0034265582699529, 0.02978001795238851]","[0.03295208335690551, 0.01532274969351059, 0.02393107177949747, 0.0212072334449924, 0.0101316149835918, 0.03561050987092157]"
30%,"Hellinger
 distance",nursery,-,-,-,-,0.0099/0.3044,-,-,-,0.0998/0.1378,-,-,-,0.1139/0.139,0.0634/0.1861,-,-,-,-,-,0.1171/0.0878,-,0.0846/0.2876,-,,0.0878105747937354,0.0878105747937354,0.6591791541443023,1.6313905339631565,[],"[0.3043549574981432, 0.13780932913010235, 0.13904507026056295, 0.1860978439945181, 0.0878105747937354, 0.28761938302407164]","[0.31423419941408, 0.2376523463154671, 0.2529388661828717, 0.2494654114776847, 0.20490929513960243, 0.37219041543345066]"
30%,"Wasserstein
 distance",nursery,-,-,-,-,0.0001/0.0105,-,-,-,0.0015/0.0021,-,-,-,0.0024/0.0035,0.0008/0.0054,-,-,-,-,-,0.0018/0.0017,-,0.0014/0.0125,-,,0.00165021379260866,0.00165021379260866,0.019450385738491238,0.04356535663117679,[],"[0.010516519256729171, 0.0021001414207327896, 0.00345567417894706, 0.005406318879791991, 0.00165021379260866, 0.01247147636295548]","[0.01066601597661706, 0.0036037334303744796, 0.00586343385021841, 0.0061581148846128215, 0.00344848683664475, 0.01382557165270927]"
30%,"Total variation
 distance",nursery,-,-,-,-,0.0026/0.257,-,-,-,0.0457/0.0524,-,-,-,0.0645/0.0688,0.0244/0.1082,-,-,-,-,-,0.0436/0.0388,-,0.0397/0.2622,-,,0.03884617682198323,0.03884617682198323,0.43256245038352753,1.795415628876699,[],"[0.2569642890168706, 0.05241008713500407, 0.06882487950849077, 0.1081870790194968, 0.03884617682198323, 0.26220003562124317]","[0.5165601569811096, 0.1505055074553413, 0.2021338202500947, 0.24080657747141299, 0.1212846277513863, 0.5641249389673539]"
30%,"Jensen-Shannon
 divergence",nursery,-,-,-,-,0.002/0.0586,-,-,-,0.0195/0.0272,-,-,-,0.0221/0.0273,0.0124/0.0362,-,-,-,-,-,0.0231/0.0172,-,0.0164/0.0545,-,,0.017197636291787395,0.017197636291787395,0.12772630880704447,0.31647125271778864,[],"[0.05862935379550901, 0.027240450833368467, 0.027252204329707652, 0.036189017582898796, 0.017197636291787395, 0.05454868219724286]","[0.06059336704414352, 0.04670197633255545, 0.04932752661252162, 0.048552904868081934, 0.04030736922521497, 0.07098810863527114]"
50%,"Hellinger
 distance",nursery,-,-,-,-,0.0296/0.4024,-,-,-,0.1434/0.186,-,-,-,0.1604/0.2057,0.0747/0.26,-,-,-,-,-,0.1663/0.1527,-,0.1193/0.3751,-,,0.1526678785975725,0.1526678785975725,0.943665792100362,2.2756460248235597,[],"[0.40241968052410754, 0.18603800287171635, 0.2057315533152157, 0.2599945827817464, 0.1526678785975725, 0.37514412891522053]","[0.4320574062719179, 0.32941276147497167, 0.36613883487625065, 0.3346863732751886, 0.3189535209129136, 0.49439712801231744]"
50%,"Wasserstein
 distance",nursery,-,-,-,-,0.0004/0.0182,-,-,-,0.0018/0.0024,-,-,-,0.0038/0.0062,0.0012/0.0095,-,-,-,-,-,0.0029/0.0029,-,0.0017/0.0212,-,,0.0028519374255536497,0.0028519374255536497,0.03296690167220154,0.07195104631989074,[],"[0.0181767886825233, 0.0024020097974295, 0.00615811488461286, 0.00945997993829068, 0.0028519374255536497, 0.02118109776488579]","[0.01862671631064743, 0.00420459524684696, 0.00991853237717756, 0.010663141039696119, 0.0057038748511073, 0.02283418649441537]"
50%,"Total variation
 distance",nursery,-,-,-,-,0.0163/0.4522,-,-,-,0.0785/0.0798,-,-,-,0.118/0.1338,0.0511/0.2051,-,-,-,-,-,0.0737/0.0767,-,0.0656/0.462,-,,0.0766922121612274,0.0766922121612274,0.7815095189325394,3.22237510289915,[],"[0.45223638205518, 0.07983833609042966, 0.13379505960647514, 0.20509084948825781, 0.0766922121612274, 0.46198177414105396]","[0.9207253521020784, 0.23817455831032436, 0.3856048542647697, 0.46127661854969604, 0.22706710688969525, 0.9895266127825868]"
50%,"Jensen-Shannon
 divergence",nursery,-,-,-,-,0.0057/0.0758,-,-,-,0.0279/0.0368,-,-,-,0.0308/0.0399,0.0143/0.0499,-,-,-,-,-,0.0328/0.0298,-,0.023/0.0688,-,,0.029848775858415822,0.029848775858415822,0.18034371697544122,0.43558529615923763,[],"[0.07579073483960636, 0.03681169453795605, 0.039909075515055924, 0.049865009785423534, 0.029848775858415822, 0.06876459169759305]","[0.08148834872105463, 0.06469598804055629, 0.07075862104940955, 0.0642141965156295, 0.06263742433838926, 0.09179071749419844]"
70%,"Hellinger
 distance",nursery,-,-,-,-,0.0296/0.4873,-,-,-,0.1909/0.223,-,-,-,0.1768/0.2494,0.0747/0.3202,-,-,-,-,-,0.1975/0.1775,-,0.1323/0.4627,-,,0.17753880866174415,0.17753880866174415,1.1376603179191356,2.722066013019013,[],"[0.48730945343815923, 0.2230351194638395, 0.24938802159795062, 0.3202454813118256, 0.17753880866174415, 0.46272613404126356]","[0.5169471791859697, 0.41395287853791685, 0.4261900685467097, 0.39493727180526783, 0.3750402488536677, 0.5949983660894813]"
70%,"Wasserstein
 distance",nursery,-,-,-,-,0.0004/0.0276,-,-,-,0.0041/0.0045,-,-,-,0.0039/0.0089,0.0012/0.0149,-,-,-,-,-,0.0048/0.0036,-,0.0026/0.0323,-,,0.0036051708988349604,0.0036051708988349604,0.04950641377826032,0.10878905055611254,[],"[0.02764539343157677, 0.00451077602892509, 0.008860555590278629, 0.014879236034226858, 0.0036051708988349604, 0.03230135377500841]","[0.0280953210597009, 0.00857306189818649, 0.012766157397349829, 0.0160823971356323, 0.00841350289907538, 0.03485861016616764]"
70%,"Total variation
 distance",nursery,-,-,-,-,0.0263/0.669,-,-,-,0.14/0.1214,-,-,-,0.1432/0.1924,0.0879/0.3212,-,-,-,-,-,0.1102/0.1013,-,0.106/0.7003,-,,0.10128375935358107,0.10128375935358107,1.154101667382131,4.8249736388007936,[],"[0.6690203984819734, 0.12139477076719081, 0.19238545723892264, 0.321238984227911, 0.10128375935358107, 0.7003124459875205]","[1.3643503207734704, 0.3827950538519648, 0.5279996592973342, 0.7303747938526473, 0.3127821530035703, 1.5066716580218071]"
70%,"Jensen-Shannon
 divergence",nursery,-,-,-,-,0.0056/0.0892,-,-,-,0.0368/0.044,-,-,-,0.0338/0.0479,0.0141/0.0603,-,-,-,-,-,0.0387/0.0347,-,0.0253/0.0813,-,,0.034652577962133405,0.034652577962133405,0.21331230985499883,0.5117425241066027,[],"[0.08923246092961137, 0.043973149447410494, 0.047912321125753186, 0.06025757241257701, 0.034652577962133405, 0.08129138190824545]","[0.09483193603937341, 0.08080189409967006, 0.08175277595754019, 0.07440392766545206, 0.07338609315680543, 0.1065658971877615]"
10%,"Hellinger
 distance",higher,-,-,-,-,-,-,-,-,0.1274/0.1517,-,-,-,-,-,-,-,-,-,-,-,-,0.0954/0.0954,-,,0.15171575364521073,0.15171575364521073,0.2752748301066549,0.4699577832727542,[],"[0.15171575364521073, 0.09540239927767752]","[0.2791529847173992, 0.19080479855535504]"
10%,"Wasserstein
 distance",higher,-,-,-,-,-,-,-,-,0.0023/0.0035,-,-,-,-,-,-,-,-,-,-,-,-,0.0018/0.0015,-,,0.00345711164740752,0.00345711164740752,0.0059374634759321206,0.00902155205785012,[],"[0.00345711164740752, 0.00150359200964168]","[0.00571393713033051, 0.00330761492751961]"
10%,"Total variation
 distance",higher,-,-,-,-,-,-,-,-,0.0519/0.072,-,-,-,-,-,-,-,-,-,-,-,-,0.0398/0.0343,-,,0.07195029332238459,0.07195029332238459,0.12509741569903657,0.3042844690860558,[],"[0.07195029332238459, 0.03434395143091938]","[0.19581318430812789, 0.10847128477792792]"
10%,"Jensen-Shannon
 divergence",higher,-,-,-,-,-,-,-,-,0.025/0.0298,-,-,-,-,-,-,-,-,-,-,-,-,0.0187/0.0188,-,,0.02978001795238851,0.02978001795238851,0.054076774861682844,0.09234366116663065,[],"[0.02978001795238851, 0.01881349586620016]","[0.054822833231709805, 0.03752082793492084]"
30%,"Hellinger
 distance",higher,-,-,-,-,-,-,-,-,0.256/0.2933,-,-,-,-,-,-,-,-,-,-,-,-,0.1713/0.1907,-,,0.2932932327518125,0.2932932327518125,0.5353097817112091,0.9113305227185047,[],"[0.2932932327518125, 0.19073986516698085]","[0.549317938367635, 0.3620125843508697]"
30%,"Wasserstein
 distance",higher,-,-,-,-,-,-,-,-,0.0098/0.0129,-,-,-,-,-,-,-,-,-,-,-,-,0.0053/0.0032,-,,0.012922841459540091,0.012922841459540091,0.020961883824665545,0.0310967552051424,[],"[0.012922841459540091, 0.0031552432707108195]","[0.02269043964836932, 0.00840631555677308]"
30%,"Total variation
 distance",higher,-,-,-,-,-,-,-,-,0.2207/0.27,-,-,-,-,-,-,-,-,-,-,-,-,0.12/0.1046,-,,0.2699662383346094,0.2699662383346094,0.45726402718727344,1.0898848322834374,[],"[0.2699662383346094, 0.10462933937071864]","[0.7606046955741963, 0.32928013670924117]"
30%,"Jensen-Shannon
 divergence",higher,-,-,-,-,-,-,-,-,0.0488/0.0556,-,-,-,-,-,-,-,-,-,-,-,-,0.0329/0.0373,-,,0.05557305861177349,0.05557305861177349,0.10203046199096306,0.17465035505428533,[],"[0.05557305861177349, 0.03734174814660566]","[0.10438914100662428, 0.07026121404766106]"
50%,"Hellinger
 distance",higher,-,-,-,-,-,-,-,-,0.3335/0.3912,-,-,-,-,-,-,-,-,-,-,-,-,0.2489/0.2809,-,,0.39124749497707095,0.39124749497707095,0.727345972698231,1.2545823796917572,[],"[0.39124749497707095, 0.28094946046524927]","[0.724722173591381, 0.5298602061003761]"
