"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
70%,"Wasserstein
 distance",goout,0.0032/0.0352,0.0017/0.0279,0.0026/0.0042,0.005/0.0045,0.0012/0.0053,-,-,-,0.0033/0.0027,0.0035/0.0033,-,0.0027/0.0174,0.0018/0.0101,0.0014/0.0086,0.0038/0.0012,0.0039/0.0129,-,0.0044/0.0126,-,0.0042/0.0036,-,0.0028/0.0182,-,,0.00345711164740752,0.00345711164740752,0.0872845223876232,0.212927890642635,[],"[0.035161916011324866, 0.027942949402892093, 0.00420315777838654, 0.004506463623543689, 0.0052568221599041, 0.00270962804796805, 0.00330761492751964, 0.01743361748846519, 0.010065154160144548, 0.00856874949280515, 0.00120172363294498, 0.012905591838014568, 0.01260084852439694, 0.00360517089883496, 0.018185413493286052]","[0.038325784092798444, 0.029597475600882123, 0.0067589767010853095, 0.009477229559816138, 0.00646142072977, 0.00602011791240861, 0.00676616404338762, 0.02013749566259141, 0.011873489483403858, 0.00991996984563801, 0.00496789099935151, 0.01681838098738808, 0.01696212783343413, 0.00780832867722149, 0.02103303851345832]"
70%,"Total variation
 distance",goout,0.1376/0.7178,0.1048/0.674,0.1504/0.1139,0.196/0.2045,0.0838/0.1466,-,-,-,0.1461/0.1015,0.1397/0.1068,-,0.0996/0.3706,0.1353/0.2211,0.0968/0.2454,0.1304/0.0615,0.1557/0.3288,-,0.1591/0.4007,-,0.1423/0.1482,-,0.1416/0.3849,-,,0.13513152346394125,0.13513152346394125,2.2481518521513184,10.471147123286569,[],"[0.7178219882148654, 0.6739923496044187, 0.1138927964749551, 0.20445479785937457, 0.14657239175987166, 0.1014710655826561, 0.10675318526777729, 0.37060878502863603, 0.22106257312291788, 0.24538868592803445, 0.0614712720154453, 0.32879371426232334, 0.40073217974690617, 0.1481746816597975, 0.38485019084677463]","[1.5732317614517264, 1.4528335228891827, 0.378190209225175, 0.6048707925370888, 0.3769543073292671, 0.349033969151887, 0.35320253787759476, 0.8408174110593929, 0.5774071154889056, 0.5875508761295731, 0.2532927977747811, 0.8132844985621421, 0.9605702244565593, 0.4386105610811716, 0.9112965382721226]"
70%,"Jensen-Shannon
 divergence",goout,0.0367/0.0842,0.0368/0.0899,0.0408/0.0406,0.0512/0.0601,0.0127/0.0471,-,-,-,0.0401/0.0411,0.05/0.0434,-,0.0444/0.065,0.0368/0.0522,0.0205/0.0694,0.0454/0.0326,0.0447/0.0668,-,0.0468/0.0779,-,0.0512/0.0518,-,0.0345/0.068,-,,0.04890588821215445,0.04890588821215445,0.4940080985486346,1.4828308539249722,[],"[0.08419754642762006, 0.08994776222457253, 0.040554687090673364, 0.06013919619586936, 0.0470529547790397, 0.04114279324976933, 0.043363516212050576, 0.06499639272728197, 0.052219215822459655, 0.06944098729339564, 0.0325625864468562, 0.06682778975742075, 0.07794698676400597, 0.05183832578477519, 0.06797367989716999]","[0.12094625253913424, 0.126711814964719, 0.08139774097447519, 0.11135706518465241, 0.05976903300490486, 0.08123536050278851, 0.09335192512449286, 0.10942847803135652, 0.08906711246694769, 0.08989217168833982, 0.07797079684779759, 0.11148747144679619, 0.12476160796215172, 0.10300064122133193, 0.10245338196508369]"
10%,"Hellinger
 distance",Walc,-,-,-,-,0.0099/0.0665,-,-,-,0.0706/0.0928,-,-,-,0.0634/0.0593,0.0337/0.0904,-,-,-,0.0985/0.1594,-,0.0913/0.1241,-,0.0805/0.1522,-,,0.10577449733559141,0.10577449733559141,0.4780913770388132,1.192541675071626,[],"[0.06650755851835063, 0.09275526438447056, 0.0592754514956208, 0.09035815833777001, 0.15944071680991764, 0.12408800007312619, 0.1522086097871878]","[0.07638680043428743, 0.16335493889036695, 0.12264301897878738, 0.1240880000731262, 0.2579831071227792, 0.21539828336325795, 0.232687526209021]"
10%,"Wasserstein
 distance",Walc,-,-,-,-,0.0001/0.0006,-,-,-,0.0011/0.0016,-,-,-,0.0008/0.0009,0.0006/0.0014,-,-,-,0.002/0.002,-,0.0016/0.0026,-,0.0012/0.0035,-,,0.00165165126106911,0.00165165126106911,0.00788379577139561,0.019825565006671188,[],"[0.00060086181647248, 0.0016487763241481899, 0.00090129272470872, 0.00135122035283287, 0.0019535196377658097, 0.0025515065173174, 0.0034571116474075305]","[0.00075035853636037, 0.0027024407056657302, 0.00165308872952955, 0.00195495710622628, 0.0039056018070711693, 0.0042002828414655895, 0.004658835280352501]"
10%,"Total variation
 distance",Walc,-,-,-,-,0.0026/0.0202,-,-,-,0.028/0.0326,-,-,-,0.0191/0.0171,0.0162/0.0318,-,-,-,0.0375/0.0615,-,0.0344/0.0532,-,0.0268/0.0724,-,,0.037364738340157765,0.037364738340157765,0.1817912953587432,0.7424172376360801,[],"[0.020213989441930588, 0.03257940708642863, 0.01714310703340387, 0.03181797698138304, 0.06146742490239645, 0.05321180105012947, 0.07241940754149881]","[0.0430595578312296, 0.09320604919589873, 0.053413303899286585, 0.07982993389587643, 0.1604277932731558, 0.14084847408137563, 0.1716321254592573]"
10%,"Jensen-Shannon
 divergence",Walc,-,-,-,-,0.002/0.0132,-,-,-,0.0138/0.0184,-,-,-,0.0125/0.0118,0.0065/0.0179,-,-,-,0.0195/0.0315,-,0.0181/0.0245,-,0.0159/0.0299,-,,0.020920877301335683,0.020920877301335683,0.09448495969769037,0.23539919837978904,[],"[0.013231807342488688, 0.01838171405815593, 0.01177303716030537, 0.01789317096627184, 0.03150275430737599, 0.024485215234209108, 0.02986046572390247]","[0.015195820591122788, 0.032182795550586604, 0.0242958981532349, 0.0244341358026935, 0.050960149785998075, 0.04257378183171972, 0.045756616664433446]"
30%,"Hellinger
 distance",Walc,-,-,-,-,0.0369/0.1672,-,-,-,0.2041/0.1889,-,-,-,0.1808/0.136,0.1043/0.207,-,-,-,0.2241/0.3103,-,0.2013/0.2259,-,0.1328/0.3009,-,,0.20638380192916692,0.20638380192916692,0.9745193854206042,2.6205973489218723,[],"[0.16722655172663206, 0.18892287279482153, 0.1360493858008829, 0.20698742496138728, 0.31030547942651, 0.22588592369867272, 0.300893528573968]","[0.2040963844971723, 0.3930192572919938, 0.3168327818469445, 0.31131694120263986, 0.5344377930118247, 0.42715620112000424, 0.43373798995129265]"
30%,"Wasserstein
 distance",Walc,-,-,-,-,0.0004/0.0023,-,-,-,0.006/0.0044,-,-,-,0.0042/0.0012,0.0017/0.0059,-,-,-,0.0068/0.0113,-,0.006/0.0056,-,0.0027/0.0138,-,,0.00541206875363384,0.00541206875363384,0.02757280127432339,0.07212354253514584,[],"[0.00225395054600207, 0.0043540919667348806, 0.0012045985698659, 0.00586055891329752, 0.01126687779308955, 0.00556156547352173, 0.01381982177886745]","[0.0027038781741262003, 0.01036989747376213, 0.00541494369055474, 0.00751364764282709, 0.01803591677339811, 0.01156012135902346, 0.01652513742145412]"
30%,"Total variation
 distance",Walc,-,-,-,-,0.014/0.0783,-,-,-,0.146/0.1018,-,-,-,0.116/0.0479,0.0469/0.1279,-,-,-,0.1586/0.2661,-,0.1253/0.1417,-,0.0741/0.2794,-,,0.12594120698647304,0.12594120698647304,0.6474659986271248,2.7669883389038903,[],"[0.07831779718307229, 0.10177300116523094, 0.04786939296791508, 0.12792807503758258, 0.26607219973009444, 0.1417268547623238, 0.2793622624350845]","[0.17059093726885588, 0.34956555748794804, 0.21176633857838412, 0.30280610943891756, 0.6907106843521004, 0.4087196120318267, 0.6328290997458577]"
30%,"Jensen-Shannon
 divergence",Walc,-,-,-,-,0.0072/0.033,-,-,-,0.0394/0.037,-,-,-,0.035/0.0269,0.0203/0.0403,-,-,-,0.0434/0.0596,-,0.0392/0.044,-,0.0258/0.0568,-,,0.04026413918648556,0.04026413918648556,0.18908306222421997,0.5079744878899695,[],"[0.033011826424990856, 0.03703359794150599, 0.02687868763339731, 0.04026360773820239, 0.059601231861936645, 0.044020751594637184, 0.056828142880798446]","[0.04024865884731121, 0.07646731428916301, 0.061908462184935786, 0.06056322794681218, 0.10299765465994232, 0.08317752890258706, 0.08261164105921784]"
50%,"Hellinger
 distance",Walc,-,-,-,-,0.0535/0.2324,-,-,-,0.2605/0.254,-,-,-,0.2411/0.2249,0.1389/0.2822,-,-,-,0.268/0.4005,-,0.2763/0.2947,-,0.211/0.3942,-,,0.2780313116526746,0.2780313116526746,1.3195132575286506,3.5322983744914764,[],"[0.23242102688111962, 0.254025160445204, 0.22486071112871095, 0.28222838731761335, 0.40045821488262084, 0.29474616148611626, 0.3942242296105669]","[0.2859093524483494, 0.5145506250624499, 0.4659712349719275, 0.42117493685820967, 0.6684215513716623, 0.5710318366077518, 0.6052388371711257]"
50%,"Wasserstein
 distance",Walc,-,-,-,-,0.0006/0.0035,-,-,-,0.0093/0.0069,-,-,-,0.0071/0.0032,0.0033/0.011,-,-,-,0.0093/0.018,-,0.0096/0.0092,-,0.005/0.0233,-,,0.010218963285413829,0.010218963285413829,0.04770239086038233,0.11914601081373051,[],"[0.00345711164740752, 0.006908473420973249, 0.00315236833378989, 0.010963571947932372, 0.018027291962635403, 0.00916673637235673, 0.02329130146484184]","[0.00405509852695908, 0.01622614398167833, 0.010220400753874249, 0.014266874470070622, 0.027349274928721863, 0.01877765049899577, 0.02825056765343061]"
50%,"Total variation
 distance",Walc,-,-,-,-,0.0308/0.1258,-,-,-,0.2485/0.1701,-,-,-,0.2184/0.128,0.1015/0.2377,-,-,-,0.2356/0.4485,-,0.2104/0.2443,-,0.1684/0.4888,-,,0.23676931331861167,0.23676931331861167,1.1583372325685253,4.899990460021242,[],"[0.1258273203590082, 0.17008131100363333, 0.12797032497182417, 0.23765519002878494, 0.44847590919461233, 0.24431703482083572, 0.4888087481211282]","[0.2824852338248244, 0.5886729425298365, 0.47433449954232465, 0.5768368667985604, 1.132577185051316, 0.6990537403036701, 1.1460299919707104]"
50%,"Jensen-Shannon
 divergence",Walc,-,-,-,-,0.0103/0.0457,-,-,-,0.0496/0.0496,-,-,-,0.0461/0.044,0.0266/0.0539,-,-,-,0.0513/0.0754,-,0.0534/0.0568,-,0.0405/0.0719,-,,0.05327078872616807,0.05327078872616807,0.2519816414160863,0.675239974595963,[],"[0.04570628067592347, 0.04957506180476888, 0.04403753910443881, 0.05390182487412656, 0.07543620937907503, 0.05681770658890074, 0.07194708295260298]","[0.0559720921182493, 0.09915685756221151, 0.09015393005488848, 0.08052222364021994, 0.12670814829904897, 0.11023969983003723, 0.11248702309130759]"
70%,"Hellinger
 distance",Walc,-,-,-,-,0.041/0.2824,-,-,-,0.3159/0.341,-,-,-,0.2953/0.2586,0.162/0.3335,-,-,-,0.3502/0.4785,-,0.3351/0.3475,-,0.2341/0.4672,-,,0.33822641911581186,0.33822641911581186,1.5925411517062757,4.242168817559344,[],"[0.2823646044886915, 0.34098942722066305, 0.25858314137266836, 0.3334849647818042, 0.4784643036614164, 0.3475424909044923, 0.4672005327511922]","[0.3233265532467775, 0.6568980578637929, 0.553834960550941, 0.49552806125859716, 0.8286527366862891, 0.6826402107710571, 0.7012882371818887]"
70%,"Wasserstein
 distance",Walc,-,-,-,-,0.0006/0.0035,-,-,-,0.0132/0.0129,-,-,-,0.0111/0.0045,0.005/0.014,-,-,-,0.0155/0.026,-,0.0138/0.0122,-,0.0071/0.0329,-,,0.01548153531915981,0.01548153531915981,0.06845368555559048,0.17222309624777496,[],"[0.0034571116474075305, 0.01292284145954008, 0.004505026155083241, 0.01398081824643902, 0.02599517963896809, 0.01216960798625877, 0.032913715339164595]","[0.0040550985269591005, 0.02615042623269779, 0.015628157102126738, 0.018940084435027787, 0.04147815242658837, 0.02599086723358668, 0.03998031029078849]"
70%,"Total variation
 distance",Walc,-,-,-,-,0.0396/0.1681,-,-,-,0.3782/0.2977,-,-,-,0.3821/0.1735,0.2194/0.3362,-,-,-,0.3939/0.6619,-,0.2921/0.3499,-,0.2879/0.7041,-,,0.3515301520060957,0.3515301520060957,1.697233795372548,7.376190888620515,[],"[0.16808134296235905, 0.2976645296565926, 0.17353256765021466, 0.336187150196438, 0.6619483096356908, 0.3498637751622057, 0.7041296114694041]","[0.37580554306757524, 0.9735739328606903, 0.7291780262233888, 0.8917711257897014, 1.7178324094356636, 0.9918717195356593, 1.6961581317078358]"
70%,"Jensen-Shannon
 divergence",Walc,-,-,-,-,0.0077/0.0557,-,-,-,0.0593/0.0655,-,-,-,0.0553/0.0504,0.0304/0.0631,-,-,-,0.0659/0.088,-,0.0641/0.0664,-,0.0441/0.082,-,,0.0637526036015186,0.0637526036015186,0.299317924984029,0.7980301249990058,[],"[0.05571045728225134, 0.06551846731853844, 0.05041175906616262, 0.06313576740180851, 0.08798790731685005, 0.06641305985779015, 0.08195322452161956]","[0.06343114290612344, 0.12480599595474492, 0.10572133509095422, 0.09351419434244762, 0.15391305946224124, 0.13055042707454365, 0.1260939701679508]"
10%,"Hellinger
 distance",health,0.0566/0.1422,0.0535/0.0607,0.0617/0.0566,0.0716/0.0976,0.0099/0.0535,-,-,0.1034/0.1731,0.0494/0.0549,0.0805/0.0675,-,0.086/0.1048,0.0617/0.054,0.0494/0.1246,0.0846/0.0198,0.0518/0.0756,0.0648/0.027,0.0872/0.1116,0.0716/0.0788,0.0747/0.1017,-,0.0436/0.1111,-,,0.08771102344456304,0.08771102344456304,0.8451956718382837,2.6767745733085806,[],"[0.14215147396415456, 0.06072043258995961, 0.05662831660241383, 0.09759026536049983, 0.05348832556722978, 0.17312341391606056, 0.05493330666156859, 0.06745968347071236, 0.10482237238322967, 0.05398118170920686, 0.12458085621510329, 0.019758483831873598, 0.07564391544580393, 0.02699059085460343, 0.11156162326398245, 0.07878390648098797, 0.10168238134804561, 0.11106876712200535]","[0.1987797905665684, 0.1142087581571894, 0.11830087414473517, 0.169142064818758, 0.06336756748316658, 0.2765008052049514, 0.10432951624125258, 0.1479385998925456, 0.19083838588694746, 0.11565373925152819, 0.17397706579478728, 0.10432951624125258, 0.12743723107218846, 0.09180313943210883, 0.19877979056656842, 0.1503357059392461, 0.1763741718414878, 0.15467785077329832]"
10%,"Wasserstein
 distance",health,0.0008/0.003,0.0009/0.0009,0.0006/0.0011,0.0011/0.0013,0.0001/0.0006,-,-,0.0014/0.0027,0.0008/0.0009,0.0015/0.0012,-,0.0011/0.0026,0.0009/0.0009,0.0008/0.0023,0.0017/0.0003,0.0002/0.0009,0.0011/0.0006,0.0015/0.0014,0.0014/0.0017,0.0015/0.0015,-,0.0005/0.0014,-,,0.00150215454118122,0.00150215454118122,0.01404334812446883,0.0425131297181191,[],"[0.0030071840192833796, 0.0009012927247087299, 0.0010507894445966203, 0.0013497828843724003, 0.00060229928493295, 0.0027038781741262, 0.0008984177877878101, 0.0012017236329449701, 0.00255294398577785, 0.0008998552562482701, 0.00225107560908115, 0.00030043090823624, 0.00090129272470873, 0.00059942434801203, 0.0013526578212933202, 0.00165165126106912, 0.0015035920096416802, 0.0013540952897537703]","[0.0037589800241042094, 0.00180258544941745, 0.0016516512610691002, 0.00240200979742948, 0.00075179600482084, 0.00405797346387998, 0.0016502137926086402, 0.0027038781741261903, 0.00360517089883494, 0.00179971051249653, 0.00300430908236244, 0.00195208216930535, 0.00105222691305708, 0.00165165126106912, 0.0028562498309349805, 0.00300287161390198, 0.0030043090823624304, 0.0018054603863383602]"
10%,"Total variation
 distance",health,0.0176/0.0642,0.0167/0.021,0.0191/0.0176,0.0255/0.0325,0.0026/0.017,-,-,0.0372/0.0746,0.0152/0.0208,0.0287/0.0221,-,0.0303/0.0477,0.0217/0.0183,0.0172/0.049,0.033/0.0057,0.0113/0.0229,0.0246/0.0084,0.0321/0.0381,0.0253/0.0288,0.0284/0.036,-,0.0137/0.0342,-,,0.03278866260445203,0.03278866260445203,0.312410309634417,1.5188022098869634,[],"[0.06424923125984243, 0.02103886349261109, 0.0175730716734911, 0.03253441451022092, 0.01698146256021017, 0.07459825139776197, 0.0208259550934067, 0.02211005228707822, 0.04772857872178752, 0.01834634427057378, 0.04902807438212627, 0.00572580645161289, 0.022907825550227908, 0.00844645550527902, 0.03813771060769915, 0.028807382133994995, 0.036014469056064945, 0.034189345105941]","[0.1461254118374236, 0.058813980060306185, 0.05423370917367843, 0.0905687524494552, 0.03659450406778876, 0.1864006084533772, 0.056825244187457595, 0.07293894768753663, 0.1257856206470382, 0.05841976692114945, 0.11523031012920334, 0.04443329136317573, 0.057103839243226526, 0.04154218604624277, 0.10834706838746488, 0.08294331291232807, 0.10040505744951173, 0.08209059887059916]"
10%,"Jensen-Shannon
 divergence",health,0.0113/0.0279,0.0106/0.012,0.0122/0.0113,0.0141/0.0193,0.002/0.0107,-,-,0.0204/0.0342,0.0098/0.0108,0.0159/0.0134,-,0.017/0.0206,0.0121/0.0107,0.0097/0.0247,0.0166/0.0039,0.0103/0.0151,0.0128/0.0054,0.0171/0.0221,0.0142/0.0156,0.0148/0.0201,-,0.0086/0.0219,-,,0.01731384684087631,0.01731384684087631,0.16722161526942372,0.5293456335994492,[],"[0.02791453507161871, 0.01201196782196004, 0.0112954398376891, 0.01934774276351888, 0.01065583675959359, 0.03415719578311159, 0.01079503710250256, 0.01340680442963035, 0.02064776854147448, 0.010745857120554581, 0.02469607217416577, 0.00391791636266963, 0.015054202513556447, 0.005440605347096771, 0.0220587467911486, 0.015643950003615494, 0.020078699150657707, 0.021947159282530614]","[0.039178900543059524, 0.02263008585673305, 0.02349813896969076, 0.03347875442518532, 0.01261985000822769, 0.05456616071391984, 0.02057901361316144, 0.02933095051168943, 0.03762654387836312, 0.0228885869054924, 0.03438922892755862, 0.02055005441696676, 0.025396463792634348, 0.018207717874946343, 0.03919506356861599, 0.029824386218973202, 0.03484833503510522, 0.030537398339126186]"
30%,"Hellinger
 distance",health,0.1366/0.2813,0.104/0.1181,0.1591/0.149,0.1792/0.1868,0.0198/0.1151,-,-,0.1751/0.3022,0.1629/0.1084,0.1779/0.1454,-,0.176/0.2057,0.1499/0.1664,0.0887/0.2325,0.1441/0.1301,0.1621/0.2129,0.1742/0.1296,0.1935/0.2459,0.1674/0.1517,0.1624/0.1899,-,0.0887/0.2102,-,,0.18126284301848883,0.18126284301848883,1.821827992099856,5.902605238061982,[],"[0.2813015150917994, 0.11814411107787133, 0.14900368536362957, 0.18676890972551957, 0.11509594972117694, 0.3022373360384797, 0.10835669884042418, 0.1453899380729736, 0.2057315533152157, 0.16642999653717683, 0.23246518725487691, 0.1301179532969879, 0.21285225094879623, 0.1295601637666366, 0.2459311787360463, 0.15165082025683654, 0.1899208788953839, 0.21017217122290294]","[0.4179494316593302, 0.22219328304504143, 0.3081221540446151, 0.3659233074946475, 0.13485443355305055, 0.47733428342719164, 0.2712523689204065, 0.32328846419593005, 0.38171134208836144, 0.31634105162683646, 0.32112833565180166, 0.27420726449745836, 0.37494010265192085, 0.3037150758221887, 0.4393853058130873, 0.3190664814316359, 0.3523572325186499, 0.2988353196198277]"
30%,"Wasserstein
 distance",health,0.0024/0.012,0.0008/0.0012,0.0021/0.0026,0.002/0.0027,0.0003/0.0011,-,-,0.0035/0.0101,0.003/0.0017,0.0026/0.0023,-,0.0021/0.0065,0.0015/0.0042,0.0009/0.0051,0.0024/0.0024,0.0033/0.0053,0.0026/0.002,0.0038/0.0062,0.0035/0.0021,0.0023/0.003,-,0.0009/0.0059,-,,0.00300574655082293,0.00300574655082293,0.04100522530309658,0.1156917741032432,[],"[0.012021548734831331, 0.00119884869602404, 0.0025529439857778597, 0.0027038781741262102, 0.0010522269130570701, 0.010066591628605018, 0.0016516512610690998, 0.00225107560908115, 0.00646142072977002, 0.00420603271530746, 0.005098700629253451, 0.00240344726588996, 0.005252509754522719, 0.0019506447008448898, 0.00615236501077101, 0.0021015788891932596, 0.0030100589562042997, 0.00586343385021844]","[0.014426433469181751, 0.0019520821693053301, 0.004655960343431579, 0.004661710217273421, 0.0013512203528328502, 0.013526578212933458, 0.00465883528035248, 0.00480401959485901, 0.00855724974512143, 0.005709624724949141, 0.005999993353962181, 0.0048126444056217806, 0.00855724974512143, 0.00451221349738552, 0.00991853237717754, 0.005560128005061249, 0.0052654469706668195, 0.00676185163800624]"
30%,"Total variation
 distance",health,0.0703/0.253,0.04/0.044,0.0728/0.0651,0.0844/0.0919,0.0057/0.0369,-,-,0.0953/0.252,0.0813/0.0449,0.0782/0.0583,-,0.0726/0.1326,0.0629/0.0891,0.0322/0.1254,0.0614/0.052,0.0811/0.1281,0.0843/0.0493,0.1034/0.1645,0.0816/0.0634,0.067/0.0907,-,0.0323/0.1316,-,,0.08580559204011208,0.08580559204011208,1.022317554922305,4.952857063467222,[],"[0.253029742673516, 0.04401829855989446, 0.06510316730053567, 0.0918522959400249, 0.03694319457600291, 0.2520174358668728, 0.04494533771099233, 0.05826990479720502, 0.13264090234207454, 0.08908998084313212, 0.12542229213718958, 0.051969199212408, 0.12814960265704894, 0.04929858725352765, 0.16452805412120608, 0.0634037310483361, 0.09070538167418465, 0.1316368170502336]","[0.5763955025125189, 0.12805450218306602, 0.2030037180178782, 0.26808082804200023, 0.07954827112967726, 0.5993485912312512, 0.1711927775652992, 0.19477942141466692, 0.3378903371866327, 0.24105391943725035, 0.2830379298815179, 0.16537672102412926, 0.33741938197306764, 0.18287377936306207, 0.4324287317988217, 0.20844674906490648, 0.2483891028640521, 0.295536798777425]"
30%,"Jensen-Shannon
 divergence",health,0.0268/0.0533,0.0206/0.0235,0.0311/0.0294,0.0351/0.0369,0.0039/0.0228,-,-,0.0343/0.0582,0.0318/0.0214,0.035/0.0287,-,0.0348/0.0399,0.0295/0.0326,0.0174/0.0458,0.0284/0.0257,0.0317/0.0416,0.0342/0.0256,0.0379/0.0478,0.0329/0.03,0.0321/0.0373,-,0.0174/0.0409,-,,0.03559806757580522,0.03559806757580522,0.35629047159788496,1.156331680191333,[],"[0.05333574061568651, 0.02350817155513728, 0.029412707116188607, 0.03685809284778392, 0.02275686416210327, 0.058247047227440965, 0.02139931979204699, 0.028692586686370942, 0.03992841513580324, 0.03257162970975152, 0.04581166062465913, 0.025678413283268003, 0.04155237231416377, 0.02560034381966369, 0.047841391138467165, 0.02995459369594804, 0.03731669511387612, 0.04091876320580019]","[0.08010279076553845, 0.044120237008251545, 0.06054908394724911, 0.07198350346403048, 0.02666400685895013, 0.09259532001615228, 0.053201656974008964, 0.0637295558935987, 0.07475066119504487, 0.06203873728419692, 0.06318754921751153, 0.05409381925701963, 0.07322504491082743, 0.059830974941510934, 0.08572118294482281, 0.06283306989208244, 0.06937610046405679, 0.058328385156479964]"
