Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
romantic,['age'],LRTDD,0.0812,-0.0234,-0.1046,0.1217,0.0694,-0.0523,1.6095,0.9847,-0.6248,-0.0096,0.0037,0.0133,0.2025,0.3683,0.1658,0.3177,0.4891,0.1714,68.5,64.16,-0.0434,60.4,51.93,-0.0847,50.27,65.52,0.1525,54.32,57.32,0.03,0.1251344476764,0.0013069151628226402,95.75,237.42,231.44,0.8336348830246822,0.06
romantic,['higher'],LRTDD,0.0794,-0.0538,-0.1332,0.0967,0.0691,-0.0276,1.5905,0.9596,-0.6309,0.0093,-0.0163,-0.0256,0.177,0.2984,0.1214,0.289,0.3926,0.1036,68.51,63.5,-0.0501,62.01,51.66,-0.1035,47.24,51.33,0.0409,52.77,50.96,-0.0181,0.08580201640668002,0.0017028034806750006,50.39,215.87,228.53,0.5286121252556877,0.19
schoolsup,None,LRTDD,0.1566,-0.0688,-0.2254,0.3136,0.2073,-0.1063,0.1893,1.1047,0.9154,-0.1905,-0.2117,-0.0212,0.198,0.3242,0.1262,0.313,0.4117,0.0987,68.41,62.36,-0.0605,60.66,50.27,-0.1039,50.02,52.83,0.0281,54.03,50.81,-0.0322,0.08414186674934737,0.011963426711879999,7.03,213.82,231.5,0.8336348830246822,-0.06
schoolsup,['Medu'],LRTDD,0.1862,-0.1176,-0.3038,0.2924,0.2256,-0.0668,3.2041,0.5815,-2.6226,-0.15,-0.1777,-0.0276,0.2092,0.2655,0.0563,0.3027,0.3235,0.0208,65.63,60.64,-0.0499,56.94,46.74,-0.102,45.42,38.72,-0.067,49.66,41.84,-0.0782,0.045915846472706814,0.0046921315192169355,9.79,186.14,213.16,0.4622499461255427,0.22
schoolsup,['Pstatus'],LRTDD,0.1866,-0.0785,-0.2651,0.3164,0.1883,-0.1281,0.2997,1.0453,0.7456,-0.1753,-0.2002,-0.0249,0.1937,0.3209,0.1272,0.3102,0.4021,0.0919,68.7,61.98,-0.0672,61.17,49.71,-0.1146,49.95,51.17,0.0122,54.26,49.67,-0.0459,0.078302966904835,0.009822867601569748,7.97,210.2,232.38,0.9163591402734885,0.03
schoolsup,['age'],LRTDD,0.1696,-0.0527,-0.2223,0.3253,0.2095,-0.1158,0.2166,1.1378,0.9212,-0.1853,-0.1837,0.0016,0.2025,0.3012,0.0987,0.3177,0.4031,0.0854,68.5,64.56,-0.0394,60.4,53.36,-0.0704,50.27,55.26,0.0499,54.32,53.6,-0.0072,0.10203706776263737,0.010416647013695999,9.8,224.39,231.84,0.7527138062630524,-0.09
schoolsup,['higher'],LRTDD,0.1342,-0.1328,-0.267,0.295,0.1611,-0.1339,1.3357,0.7998,-0.5359,-0.1865,-0.1857,0.0009,0.177,0.2413,0.0643,0.289,0.3091,0.0201,68.51,63.04,-0.0547,62.01,51.18,-0.1083,47.24,40.57,-0.0667,52.77,44.73,-0.0804,0.05855109588215309,0.004700367600284916,12.46,197.6,227.84,0.5995101785600032,0.16
sex,None,LRTDD,0.0793,-0.0515,-0.1308,0.1274,0.1084,-0.019,1.5162,1.0115,-0.5047,0.0044,-0.0522,-0.0566,0.198,0.1796,-0.0184,0.313,0.2842,-0.0288,68.41,67.83,-0.0058,60.66,58.56,-0.021,50.02,43.24,-0.0678,54.03,49.25,-0.0478,0.0845841989346813,0.0015351605498215809,55.1,217.25,231.17,0.5286121252556877,0.19
sex,['Medu'],LRTDD,0.1321,0.0073,-0.1248,0.135,0.1021,-0.0329,1.7515,1.1757,-0.5758,0.017,-0.0101,-0.0271,0.2092,0.1742,-0.035,0.3027,0.2488,-0.0539,65.63,64.85,-0.0078,56.94,54.46,-0.0248,45.42,34.94,-0.1048,49.66,42.17,-0.0749,0.052040016156158976,0.0015993682265263202,32.54,194.71,215.32,0.4622499461255427,0.22
sex,['Pstatus'],LRTDD,0.0628,-0.0377,-0.1005,0.121,0.0971,-0.0239,1.5184,1.0359,-0.4825,-0.0136,-0.048,-0.0344,0.1937,0.1735,-0.0202,0.3102,0.2784,-0.0318,68.7,68.02,-0.0068,61.17,59.72,-0.0145,49.95,42.98,-0.0697,54.26,49.54,-0.0472,0.08649159949874771,0.0015967909297098283,54.17,218.62,232.13,0.5286121252556877,0.19
sex,['age'],LRTDD,0.0693,-0.0302,-0.0995,0.1395,0.0862,-0.0533,1.5392,1.1246,-0.4146,-0.0087,-0.0638,-0.0551,0.2025,0.1785,-0.024,0.3177,0.2841,-0.0336,68.5,68.02,-0.0048,60.4,60.01,-0.0039,50.27,44.16,-0.0611,54.32,50.36,-0.0396,0.09077825346815299,0.0021727139544,41.78,220.77,231.51,0.5995101785600032,0.16
sex,['higher'],LRTDD,0.0648,-0.0426,-0.1074,0.1159,0.1046,-0.0113,1.5393,1.0646,-0.4747,-0.0058,-0.0553,-0.0495,0.177,0.1747,-0.0023,0.289,0.2699,-0.0191,68.51,66.96,-0.0155,62.01,57.87,-0.0414,47.24,40.32,-0.0692,52.77,47.02,-0.0575,0.0734682798,0.0016947574492256103,43.35,210.51,228.61,0.5286121252556877,0.19
studytime,None,LRTDD,-0.2349,0.0118,0.2467,0.2784,0.1316,-0.1468,0.5522,1.2768,0.7246,-0.0116,0.0244,0.0361,0.198,0.297,0.099,0.313,0.3915,0.0785,68.41,63.8,-0.0461,60.66,51.52,-0.0914,50.02,52.09,0.0207,54.03,51.29,-0.0274,0.08781221133434869,0.0026427215136083457,33.23,216.84,231.16,0.9163591402734885,-0.03
studytime,['Medu'],LRTDD,-0.2206,-0.025,0.1956,0.3046,0.1756,-0.129,0.4746,1.3124,0.8378,0.0581,0.0663,0.0082,0.2092,0.2948,0.0856,0.3027,0.3647,0.062,65.63,61.5,-0.0413,56.94,48.91,-0.0803,45.42,46.19,0.0077,49.66,47.02,-0.0264,0.06532860215516999,0.004405312720111501,14.83,201.56,215.72,0.9163591402734885,-0.03
studytime,['Pstatus'],LRTDD,-0.2054,0.031,0.2364,0.2679,0.1316,-0.1363,0.5515,1.308,0.7565,0.0139,0.0433,0.0295,0.1937,0.2909,0.0972,0.3102,0.3829,0.0727,68.7,63.51,-0.0519,61.17,51.34,-0.0983,49.95,50.72,0.0077,54.26,50.5,-0.0376,0.08351347915441759,0.0053216309837999885,15.69,214.03,232.23,0.9163591402734885,-0.03
studytime,['age'],LRTDD,-0.2193,-0.0215,0.1978,0.2768,0.1404,-0.1364,0.5626,1.2043,0.6417,0.0001,0.0045,0.0044,0.2025,0.2676,0.0651,0.3177,0.3907,0.073,68.5,66.76,-0.0174,60.4,55.75,-0.0465,50.27,56.65,0.0638,54.32,55.56,0.0124,0.11714823288142857,0.0021494672000676005,54.5,232.92,231.57,0.6744240722352938,-0.12
studytime,['higher'],LRTDD,-0.2193,-0.0035,0.2158,0.264,0.1329,-0.1311,0.496,1.2063,0.7103,-0.0015,0.0258,0.0273,0.177,0.2306,0.0536,0.289,0.3255,0.0365,68.51,65.24,-0.0327,62.01,54.52,-0.0749,47.24,45.8,-0.0144,52.77,49.39,-0.0338,0.0804554609732359,0.0018868266234745208,42.64,213.2,228.72,0.9163591402734885,-0.03
traveltime,None,LRTDD,0.1934,0.2138,0.0204,0.2343,0.2546,0.0203,1.1391,1.4712,0.3321,-0.0589,-0.0532,0.0057,0.198,0.3012,0.1032,0.313,0.3945,0.0815,68.41,63.31,-0.051,60.66,51.69,-0.0897,50.02,51.92,0.019,54.03,51.09,-0.0294,0.08680654026424284,0.0136337168908352,6.37,215.45,231.12,1.0,0.0
traveltime,['Medu'],LRTDD,0.1972,0.106,-0.0912,0.2247,0.1476,-0.0771,0.8566,1.5481,0.6915,-0.0253,-0.0312,-0.0059,0.2092,0.2529,0.0437,0.3027,0.3187,0.016,65.63,61.89,-0.0374,56.94,49.51,-0.0743,45.42,41.0,-0.0442,49.66,44.28,-0.0538,0.055628739976450535,0.006292341898767683,8.84,194.32,216.06,0.5286121252556877,0.19
traveltime,['Pstatus'],LRTDD,0.1885,0.1927,0.0042,0.2314,0.2346,0.0032,1.1973,1.9369,0.7396,-0.0608,-0.0544,0.0064,0.1937,0.2911,0.0974,0.3102,0.3802,0.07,68.7,63.41,-0.0529,61.17,51.45,-0.0972,49.95,50.15,0.002,54.26,50.24,-0.0402,0.08219998313153844,0.016200208126932316,5.07,212.25,232.02,1.0,0.0
traveltime,['age'],LRTDD,0.1989,0.1721,-0.0268,0.2397,0.2578,0.0181,1.2445,1.0871,-0.1574,-0.0576,-0.1012,-0.0435,0.2025,0.2768,0.0743,0.3177,0.3879,0.0702,68.5,65.52,-0.0299,60.4,54.67,-0.0573,50.27,54.43,0.0416,54.32,53.85,-0.0047,0.10498267265391444,0.013666222470689098,7.68,226.13,231.38,0.9163591402734885,0.03
traveltime,['higher'],LRTDD,0.1698,0.1809,0.0111,0.2087,0.2098,0.0011,1.1358,1.5267,0.3909,-0.0561,-0.0356,0.0205,0.177,0.2356,0.0586,0.289,0.3265,0.0375,68.51,64.95,-0.0356,62.01,54.32,-0.0769,47.24,45.53,-0.0171,52.77,49.1,-0.0367,0.0788729085263436,0.009992845484750702,7.89,211.43,228.61,1.0,0.0
