Feature,Droped_Attrib,acc_,acc_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after
sex,['Medu'],0.6563095238095238,0.6485347985347986,0.1321,0.007300000000000001,0.135,0.1021,1.7515,1.1757,0.01704999999999999,-0.01009999999999999,0.2092,0.1742,0.3027,0.2488,0.5694,0.5446,0.4542,0.34940000000000004,0.49660000000000004,0.42169999999999996
sex,['Pstatus'],0.6869688644688645,0.6801923076923078,0.0628,-0.0377,0.121,0.09709999999999999,1.5184000000000002,1.0359,-0.013600000000000001,-0.047950000000000007,0.1937,0.17350000000000002,0.31020000000000003,0.27840000000000004,0.6117,0.5972,0.4995,0.4298,0.5426,0.49540000000000006
sex,['age'],0.6850274725274725,0.6802106227106227,0.0693,-0.030199999999999998,0.1395,0.0862,1.5392,1.1246,-0.00870000000000001,-0.0638,0.20249999999999999,0.17850000000000002,0.3177,0.2841,0.604,0.6001000000000001,0.5027,0.44160000000000005,0.5432,0.5035999999999999
sex,['higher'],0.6851007326007326,0.6696428571428571,0.0648,-0.0426,0.1159,0.1046,1.5393000000000001,1.0646,-0.0058,-0.055299999999999995,0.177,0.1747,0.28900000000000003,0.2699,0.6201000000000001,0.5787,0.47240000000000004,0.4032,0.5277000000000001,0.4702
studytime,None,0.6840934065934066,0.6379578754578754,-0.23490000000000003,0.011799999999999998,0.2784,0.1316,0.5522,1.2768000000000002,-0.011649999999999994,0.02444999999999999,0.198,0.29700000000000004,0.313,0.3915,0.6066,0.5152,0.5002,0.5208999999999999,0.5403,0.5128999999999999
studytime,['Medu'],0.6563095238095238,0.615,-0.2206,-0.025,0.3046,0.1756,0.4746,1.3124,0.058050000000000004,0.06625,0.2092,0.2948,0.3027,0.3647,0.5694,0.4891,0.4542,0.4619,0.49660000000000004,0.4702
studytime,['Pstatus'],0.6869688644688645,0.6350824175824176,-0.20539999999999997,0.031,0.26789999999999997,0.1316,0.5515,1.308,0.01389999999999999,0.04335,0.1937,0.2909,0.31020000000000003,0.38289999999999996,0.6117,0.5134000000000001,0.4995,0.5072,0.5426,0.505
studytime,['age'],0.6850274725274725,0.6676190476190477,-0.2193,-0.02150000000000001,0.2768,0.1404,0.5626,1.2043,0.00014999999999997792,0.004500000000000001,0.20249999999999999,0.2676,0.3177,0.3907,0.604,0.5575,0.5027,0.5665,0.5432,0.5556
studytime,['higher'],0.6851007326007326,0.6523717948717949,-0.2193,-0.003500000000000003,0.264,0.1329,0.496,1.2063,-0.0014500000000000125,0.02584999999999999,0.177,0.2306,0.28900000000000003,0.3255,0.6201000000000001,0.5452,0.47240000000000004,0.458,0.5277000000000001,0.4939
traveltime,None,0.6840934065934066,0.6331043956043956,0.19340000000000002,0.2138,0.2343,0.2546,1.1391,1.4712,-0.05894999999999998,-0.05319999999999999,0.198,0.3012,0.313,0.3945,0.6066,0.5168999999999999,0.5002,0.5192,0.5403,0.5109
traveltime,['Medu'],0.6563095238095238,0.6188919413919414,0.1972,0.10600000000000001,0.22469999999999998,0.1476,0.8565999999999999,1.5481,-0.02529999999999999,-0.031199999999999995,0.2092,0.2529,0.3027,0.3187,0.5694,0.4951,0.4542,0.41,0.49660000000000004,0.44279999999999997
traveltime,['Pstatus'],0.6869688644688645,0.6341117216117216,0.1885,0.1927,0.2314,0.2346,1.1973,1.9369,-0.060799999999999986,-0.054449999999999985,0.1937,0.2911,0.31020000000000003,0.3802,0.6117,0.5145,0.4995,0.5015,0.5426,0.5024
traveltime,['age'],0.6850274725274725,0.6551556776556777,0.1989,0.1721,0.23969999999999997,0.2578,1.2445,1.0871,-0.05765,-0.10119999999999996,0.20249999999999999,0.2768,0.3177,0.3879,0.604,0.5467,0.5027,0.5443,0.5432,0.5385
traveltime,['higher'],0.6851007326007326,0.6495146520146521,0.1698,0.1809,0.20870000000000002,0.2098,1.1358,1.5267,-0.05614999999999998,-0.0356,0.177,0.23559999999999998,0.28900000000000003,0.3265,0.6201000000000001,0.5432,0.47240000000000004,0.4553,0.5277000000000001,0.491
